	supersense_category	text
2527	verb.motion	drip
2528	noun.time	longtime
2530	noun.artifact	mosaic
2531	noun.body	scar
2532	verb.change	assemble
2533	verb.emotion	enjoy
2536	verb.body	heave
2538	noun.person	vendor
2540	noun.artifact	flash
2543	verb.contact	slap
2545	verb.communication	playout
2546	noun.artifact	toyvillage
2548	noun.location	daylight
2549	noun.attribute	square
2550	verb.perception	light
2551	noun.artifact	batterylamp
2552	noun.artifact	tablelamp
2553	noun.person	oldman
2555	noun.artifact	dice
2556	noun.quantity	drop
2557	noun.artifact	wash
2558	verb.contact	hangout
2559	noun.artifact	touristshirt
2560	verb.motion	tracking
2561	noun.person	bond
2563	noun.phenomenon	smoke
2565	noun.artifact	pack
2566	verb.contact	pullout
2568	noun.artifact	kitchenmatch
2569	noun.location	Yiheyuan
2570	noun.artifact	filter
2571	noun.group	BeijingCigaretteFactory
2575	verb.communication	goback
2577	noun.group	LoTek
2578	noun.possession	realestate
2579	noun.possession	favor
2584	noun.artifact	ropebridge
2585	noun.person	lore
2586	noun.artifact	bed
2587	noun.location	hidingplace
2588	noun.substance	fabric
2589	noun.artifact	rope
2590	noun.artifact	meshcloud
2591	verb.stative	consistof
2593	verb.stative	shape
2594	noun.artifact	sheet
2595	noun.group	killFloor
2596	noun.person	call
2597	noun.person	EddieBax
2598	verb.cognition	sense
2603	verb.communication	bore
2604	noun.location	dromeland
2606	verb.motion	settle
2607	noun.group	datumbank
2610	noun.communication	transaction
2612	noun.act	information
2614	noun.shape	bit
2615	noun.communication	fragment
2616	noun.time	now
2618	verb.communication	calloff
2620	verb.creation	sing
2621	verb.possession	steal
2623	noun.possession	ransom
2624	verb.communication	threaten
2625	verb.change	blunt
2626	noun.person	ono
2627	noun.group	Sendai
2629	noun.location	MemoryLane
2630	noun.location	address
2631	verb.possession	hold
2633	noun.possession	fine
2634	noun.artifact	surfacemail
2635	verb.contact	erase
2640	noun.act	reconnaissanceshot
2641	noun.person	nucleus
2642	noun.animal	dog
2643	noun.animal	Wolf
2644	noun.location	logheaven
2645	noun.substance	crap
2647	noun.location	killFloor
2652	verb.contact	surround
2653	verb.contact	etch
2654	noun.communication	initial
2655	noun.communication	threat
2656	noun.communication	tear
2657	verb.stative	suspend
2658	noun.object	floor
2661	noun.body	breast
2662	verb.contact	dot
2663	noun.location	floor
2664	noun.artifact	literglass
2666	verb.communication	runto
2667	noun.artifact	scar
2668	noun.communication	tattoo
2669	verb.contact	tap
2671	noun.cognition	aesthetic
2674	verb.perception	cometo
2676	noun.person	blindreader
2677	noun.communication	language
2678	noun.communication	lore
2679	verb.perception	takein
2681	noun.artifact	gallery
2682	noun.location	silentLoTeks
2684	verb.change	click
2686	noun.location	NotreDame
2687	noun.person	nikon
2688	noun.act	phototropism
2691	noun.person	MollyMillions
2693	verb.motion	part
2696	noun.artifact	scrap
2699	noun.artifact	speaker
2700	noun.artifact	coilspring
2701	noun.artifact	contactwire
2704	noun.communication	album
2705	noun.artifact	synthesizer
2706	noun.communication	beat
2710	noun.phenomenon	light
2712	verb.perception	steam
2713	verb.motion	dance
2714	verb.contact	tense
2715	noun.artifact	gastank
2717	noun.state	heaven
2718	noun.time	beat
2719	verb.perception	judge
2722	noun.act	gesture
2723	noun.object	rainbow
2724	verb.motion	backup
2726	verb.motion	whip
2727	noun.artifact	claw
2728	verb.change	snap
2729	noun.act	act
2730	verb.perception	pulsepe
2733	noun.artifact	blade
2735	noun.phenomenon	whitelight
2737	noun.act	dance
2738	verb.motion	slide
2739	noun.artifact	engineblock
2741	verb.contact	cup
2742	noun.person	floor
2743	noun.artifact	bench
2746	noun.food	fruit
2749	noun.act	cast
2750	verb.stative	belong
2751	noun.cognition	incomprehension
2752	verb.communication	tinge
2755	noun.artifact	ghostdisk
2756	noun.artifact	dinnerplate
2757	verb.contact	curve
2761	verb.motion	lift
2763	verb.motion	withdraw
2766	noun.person	diver
2768	noun.person	partly
2769	noun.act	culture
2770	noun.artifact	amplifier
2775	noun.artifact	molecule
2776	noun.object	newmoon
2777	verb.communication	accept
2780	noun.artifact	giftshop
2781	noun.location	Sydneycentral-5
2783	noun.location	Sendai
2785	noun.location	dark
2788	noun.person	attorney
2789	verb.change	growin
2791	noun.artifact	bucket
2795	verb.social	handle
2796	noun.location	Drome
2798	noun.location	Funland
2801	noun.artifact	frameoflight
2802	noun.artifact	displayunit
2803	verb.social	rent
2805	noun.person	Joe
2809	noun.person	surgeon
2810	verb.cognition	dig
2811	verb.motion	rise
2813	verb.social	dance
2816	verb.change	getto
2817	noun.location	CHIBACITY
2819	verb.cognition	tune
2820	noun.person	case
2822	noun.artifact	drugdefi-
2823	noun.person	sprawl
2825	noun.location	Chatsubo
2826	noun.person	expatriate
2827	noun.communication	Japanese
2828	noun.person	ratz
2829	verb.motion	tend
2830	verb.motion	jerk
2831	noun.substance	Kirin
2833	noun.object	web
2835	noun.artifact	tan
2836	noun.location	LonnyZone
2837	noun.person	whore
2838	noun.person	african
2840	verb.contact	ridged
2841	noun.location	row
2843	noun.location	wage
2846	verb.contact	shove
2847	noun.artifact	draft
2850	verb.contact	nudge
2851	noun.person	bartender
2852	noun.attribute	ugliness
2855	noun.artifact	mug
2856	noun.artifact	prosthesis
2857	noun.artifact	feedbackmanipulator
2858	noun.person	artiste
2859	noun.person	HerrCase
2861	verb.body	grunt
2862	noun.communication	laughter
2863	noun.body	overhang
2864	verb.body	shirt
2865	noun.body	belly
2868	noun.food	beer
2870	noun.communication	giggle
2871	verb.motion	goup
2872	noun.time	octave
2874	noun.person	sister
2875	noun.location	zone
2877	noun.person	Jesus
2879	noun.person	creep
2880	verb.stative	joint
2881	noun.person	man
2883	verb.contact	swab
2886	noun.possession	percentage
2887	verb.social	letwork
2891	noun.time	instant
2892	verb.change	descend
2895	verb.communication	ringout
2898	verb.communication	grunt
2899	noun.person	anangel
2900	noun.person	theChinese
2901	verb.communication	bellow
2902	noun.person	australian
2904	noun.object	mainland
2905	verb.change	fix
2907	noun.food	glass
2908	noun.feeling	bile
2909	noun.communication	bullshit
2910	noun.act	neurosurgery
2911	noun.artifact	clinic
2913	verb.stative	suffer
2914	noun.location	Memphis
2916	noun.Tops	cyberspace
2918	noun.artifact	corner
2919	noun.location	NightCity
2920	noun.artifact	lattice
2921	verb.change	unfold
2922	noun.artifact	cyberspace
2923	noun.person	cow-
2926	noun.time	Japanese
2929	verb.contact	curl
2930	noun.artifact	capsule
2931	noun.artifact	coffinhotel
2932	noun.artifact	bedslab
2933	noun.substance	temper
2935	verb.contact	bunch
2936	noun.artifact	fin-
2937	noun.person	ger
2941	noun.person	MissLindaLee
2943	noun.person	biz
2945	noun.attribute	Dedication
2947	verb.contact	nest
2948	verb.change	windup
2950	noun.artifact	sparepart
2951	verb.change	break
2954	verb.contact	hunch
2955	noun.body	rain-
2957	noun.artifact	windbreaker
2958	verb.contact	thread
2959	noun.group	crowd
2964	verb.social	train
2965	noun.person	McCoyPauley
2967	noun.cognition	adrenalinehigh
2968	noun.phenomenon	byproduct
2969	noun.state	youth
2970	noun.attribute	proficiency
2971	verb.possession	jack
2972	noun.artifact	customcy-berspacedeck
2973	noun.person	thief
2976	verb.competition	vide
2977	noun.communication	software
2979	noun.state	field
2982	noun.location	Amsterdam
2983	verb.stative	matter
2984	verb.change	damage
2985	noun.substance	mycotoxin
2986	verb.contact	strapped
2988	verb.change	burnout
2989	noun.substance	micron
2991	verb.body	hallucinate
2993	noun.act	exultation
2994	noun.act	fall
2995	verb.consumption	frequent
2997	noun.person	hotshot
2998	noun.attribute	stance
2999	noun.animal	meat
3001	noun.artifact	prison
3002	verb.change	convert
3003	noun.possession	newyen
3004	noun.group	sheaf
3005	verb.stative	circulate
3006	noun.artifact	blackmarket
3008	verb.creation	transact
3012	noun.artifact	cure
3015	noun.location	shadowland
3016	noun.substance	blackmedicine
3019	noun.cognition	bionic
3021	noun.artifact	magnet
3022	noun.group	sprawl
3023	noun.group	subculture
3025	noun.group	newyen
3026	noun.act	consultation
3028	noun.cognition	expertise
3029	verb.social	maim
3031	noun.artifact	port
3033	noun.substance	halogen
3035	noun.artifact	stage
3036	noun.location	Tokyo
3039	noun.group	FujiElectricCompany
3040	noun.location	TokyoBay
3041	noun.animal	gull
3042	noun.object	shoal
3043	verb.change	dominate
3044	noun.artifact	arcologie
3045	noun.location	port
3046	verb.stative	divide
3047	noun.location	borderland
3049	noun.location	Ninsei
3053	noun.person	hologram
3054	noun.location	block
3055	noun.location	chat
3056	noun.artifact	teashop
3057	noun.location	JarredeThe
3058	noun.location	case
3059	verb.contact	washdown
3061	noun.food	espresso
3062	noun.artifact	octagon
3063	noun.plant	bra-zilian
3067	verb.perception	find
3070	verb.motion	gointo
3071	noun.feeling	overdrive
3072	verb.contact	hustling
3074	noun.person	Ninsei
3075	verb.change	wear
3076	noun.cognition	externalization
3077	noun.state	deathwish
3079	noun.person	researcher
3082	verb.stative	stop
3083	verb.motion	hustling
3084	verb.change	sink
3086	noun.person	fixture
3088	noun.body	kidney
3089	noun.person	newyen
3090	noun.artifact	clinictank
3091	noun.state	hum
3092	noun.feeling	laziness
3093	noun.state	grace
3094	verb.social	heed
3095	noun.communication	protocol
3098	noun.artifact	pinhead
3102	noun.artifact	solitaire
3103	noun.act	deal
3105	verb.emotion	bask
3106	noun.person	LindaLee
3107	noun.artifact	ghost
3108	verb.weather	burn
3109	noun.artifact	cigar-
3110	noun.substance	ettesmoke
3112	noun.person	Wizard
3113	noun.location	TankWarEuropa
3114	noun.location	skyline....
3115	verb.contact	bathe
3116	noun.phenomenon	laserlight
3118	verb.contact	flaring
3119	noun.body	scarlet
3120	noun.person	Wizard'sCastle
3121	noun.attribute	azure
3122	noun.person	Munich
3123	noun.group	TankWar
3125	noun.artifact	cursor
3126	verb.weather	strike
3127	noun.artifact	skyscraper
3128	noun.person	wage
3129	noun.artifact	ketamine
3130	noun.location	yokohama
3131	verb.weather	sizzle
3133	verb.communication	singleout
3136	verb.social	play
3137	noun.location	portside
3139	verb.communication	draw
3140	verb.communication	represent
3141	verb.motion	glance
3142	verb.contact	rim
3145	verb.contact	pin
3146	noun.artifact	headlight
3147	verb.stative	stretchinto
3148	noun.act	ticket
3149	noun.artifact	hoverport
3150	noun.location	Bay
3151	verb.change	keepup
3152	noun.location	Harajuku
3155	verb.motion	troop
3157	noun.artifact	loafer
3158	noun.artifact	cling
3161	noun.artifact	pachinko
3162	noun.artifact	parlor
3164	verb.communication	turn
3165	noun.body	well
3166	verb.change	fragment
3167	verb.motion	calving
3168	noun.object	iceberg
3169	noun.substance	splinter
3170	noun.artifact	armature
3171	noun.state	addiction
3172	noun.act	hit
3173	noun.plant	mantis
3174	noun.location	shiga
3175	noun.animal	mutantcarp
3176	noun.animal	cricket
3177	verb.contact	cage
3178	noun.plant	bamboo
3179	verb.motion	vibrate
3181	noun.artifact	tabletop
3182	noun.artifact	patina
3183	noun.shape	scratch
3184	noun.artifact	dex
3185	verb.motion	mount
3186	noun.event	impact
3187	verb.creation	decorate
3188	noun.event	blend
3189	noun.communication	Milaneseplas-tic
3190	noun.artifact	film
3192	verb.contact	attack
3194	noun.substance	plastic
3195	verb.contact	fog
3196	verb.contact	wipeaway
3198	noun.person	buddy
3200	noun.communication	frenchorbital
3202	noun.artifact	sneak-er
3204	noun.artifact	zipsuit
3205	verb.emotion	want
3206	noun.quantity	pack
3207	noun.artifact	Yeheyuanfilter
3208	noun.body	ankle
3211	noun.location	Atlanta
3213	noun.artifact	silk
3215	noun.artifact	microcircuit
3216	verb.body	take
3218	noun.feeling	lust
3219	noun.feeling	loneliness
3220	verb.contact	ridein
3222	noun.artifact	amphetamine
3225	noun.artifact	small
3227	verb.change	narrow
3230	noun.person	Mona
3233	verb.social	do
3235	noun.person	Linda
3236	verb.body	sleep
3238	verb.motion	hunch
3239	verb.contact	film
3240	verb.contact	digin
3242	noun.quantity	fifty
3243	verb.contact	smooth
3244	noun.person	honey
3245	noun.possession	wage
3247	verb.cognition	take
3248	noun.communication	newyen
3249	noun.group	case
3255	noun.body	pupil
3256	verb.contact	swing
3260	noun.artifact	stand
3261	noun.artifact	massageparlor
3262	noun.artifact	coffeeshop
3263	noun.person	BeautifulGirl
3264	noun.artifact	electronicthunder
3265	noun.person	sarariman
3267	noun.person	Mitsubishi
3268	noun.person	genentech
3270	verb.contact	tattoo
3271	verb.social	serve
3272	noun.person	m
3273	noun.person	gemployee
3274	verb.change	implant
3275	noun.artifact	microprocessor
3276	verb.social	monitor
3277	noun.substance	mutagen
3278	noun.attribute	level
3279	noun.artifact	Gear
3280	verb.contact	roll
3284	verb.consumption	hunt
3285	noun.communication	guidebook
3286	verb.communication	list
3287	noun.artifact	heavy
3288	verb.communication	showoff
3289	noun.artifact	graft
3293	noun.communication	theory
3295	verb.social	tolerate
3296	noun.group	enclave
3298	verb.communication	tend
3299	verb.possession	preserve
3300	noun.communication	reminder
3301	noun.location	origin
3303	noun.person	outlaw
3306	noun.group	habitant
3307	noun.location	playground
3311	verb.social	deal
3316	noun.cognition	dynamic
3319	noun.person	seller
3320	noun.person	middleman
3321	noun.person	evil
3322	noun.state	niche
3324	noun.state	ecology
3326	verb.motion	scoop
3327	noun.act	betrayal
3330	noun.feeling	euphoria
3331	verb.social	delay
3332	noun.substance	glan-dular
3333	noun.substance	extract
3334	verb.possession	retailing
3335	noun.possession	margin
3338	noun.person	supplier
3340	noun.person	dealer
3341	noun.person	Mao
3342	verb.cognition	age
3343	verb.creation	forge
3344	noun.relation	link
3345	verb.creation	tablishment
3351	noun.act	connection
3353	noun.artifact	shopwindow
3354	noun.artifact	watch
3355	noun.artifact	knife
3356	noun.artifact	lighter
3357	noun.artifact	pocketvtr
3358	noun.person	SimsTimdeck
3359	noun.artifact	star
3360	noun.attribute	black
3361	verb.change	treat
3362	noun.substance	rainbow
3365	noun.substance	ultrasuede
3366	noun.shape	loop
3368	noun.artifact	fishline
3369	noun.location	center
3370	verb.change	stamp
3371	noun.animal	dragon
3372	noun.artifact	sym-bol
3377	verb.motion	voyage
3378	noun.communication	destiny
3379	verb.communication	spellout
3380	noun.location	constellation
3382	noun.person	Julie
3385	noun.person	JuliusDeane
3386	noun.body	metabolism
3387	verb.change	warped
3388	noun.quantity	fortune
3391	noun.feeling	hedge
3392	noun.process	age
3395	noun.substance	dna
3396	noun.act	procedure
3398	noun.location	Hongkong
3399	noun.artifact	shirt
3400	noun.state	gratification
3401	verb.stative	liein
3402	noun.feeling	devotion
3403	noun.artifact	tailor
3405	noun.artifact	wardrobe
3406	verb.stative	consist
3407	noun.communication	reconstruction
3408	noun.artifact	gar-ment
3409	noun.artifact	prescriptionlense
3410	noun.object	slab
3413	noun.artifact	dollhouse
3416	noun.person	Deane
3417	noun.person	neo-aztec
3418	noun.artifact	bookcase
3422	noun.artifact	coffeetable
3423	noun.artifact	Daliclock
3425	verb.contact	sag
3426	noun.cognition	hologram
3428	noun.attribute	volution
3429	noun.substance	fiberglas
3431	verb.creation	giveoff
3432	noun.attribute	tang
3434	verb.motion	thud
3435	noun.artifact	rosewood
3437	noun.person	JULIUSDEANE
3438	verb.communication	letter
3439	noun.substance	adhesive
3442	noun.artifact	foyer
3445	noun.person	importer
3446	verb.social	flank
3447	noun.artifact	cabinet
3449	verb.possession	store
3450	noun.communication	writerecord
3451	noun.artifact	desktop
3452	noun.communication	cassette
3453	noun.communication	scroll
3454	noun.communication	printout
3455	noun.artifact	clockworktypewriter
3457	verb.social	getaroundto
3458	verb.communication	reassemble
3460	verb.possession	offer
3462	noun.plant	bonbon
3463	noun.artifact	pa-
3464	noun.substance	tinTing
3466	verb.possession	refuse
3469	noun.artifact	seam
3471	noun.artifact	leg
3475	noun.food	bonbon
3480	noun.communication	thing
3481	noun.attribute	thing
3483	noun.person	Juiie
3485	verb.communication	discuss
3486	noun.plant	ginger
3488	noun.location	Singapore
3489	noun.group	NanHaiHotel
3490	noun.location	BencoolenStreet
3494	verb.social	see
3496	noun.communication	hello
3500	noun.artifact	knot
3506	verb.change	getout
3508	noun.feeling	adrenaline
3509	verb.change	compose
3510	noun.feeling	vacancy
3511	verb.motion	carry
3513	verb.motion	pause
3515	noun.artifact	renovation
3516	noun.shape	lozenge
3517	noun.animal	vat
3518	noun.substance	jade
3522	noun.artifact	subcutaneouschip
3523	noun.artifact	surgery
3524	verb.motion	course
3525	noun.body	reflection
3526	noun.location	there
3527	noun.location	behind
3528	noun.artifact	khaki
3529	verb.contact	dodge
3530	verb.possession	rent
3531	noun.person	Shin
3532	noun.food	seafood
3533	noun.food	sushi
3534	noun.artifact	stall
3535	noun.time	two
3538	verb.motion	rummage
3539	noun.artifact	litercan
3540	noun.substance	horseradish
3541	noun.communication	Taser
3542	noun.quantity	new
3543	noun.quantity	yen
3544	noun.possession	deposit
3545	noun.communication	Shit
3546	noun.person	waiter
3547	verb.change	replace
3548	noun.food	taser
3549	noun.animal	horse-
3550	noun.artifact	radishcan
3551	verb.social	bother
3552	verb.perception	glance
3553	noun.artifact	shuriken
3555	noun.substance	yeheyuan
3556	noun.artifact	MitsubishiBankchip
3557	noun.person	CharlesDerekMay
3558	verb.competition	beat
3559	noun.person	TrumanStarr
3561	noun.artifact	terminal
3563	noun.artifact	roll
3564	verb.possession	fill
3568	noun.substance	cardboard
3569	noun.animal	cobra
3570	noun.body	hood
3571	verb.contact	strip
3572	noun.artifact	thong
3574	noun.artifact	pyramid
3578	noun.phenomenon	neonshudder
3582	noun.artifact	filtrationmask
3584	noun.artifact	urinal
3585	verb.creation	discover
3587	verb.communication	settle
3589	noun.artifact	waistband
3591	verb.motion	slant
3593	noun.artifact	line
3595	verb.stative	feel
3596	verb.perception	clatter
3597	noun.group	chat
3598	noun.time	weeknight
3599	verb.contact	attract
3600	noun.group	clientele
3601	noun.time	friday
3602	noun.time	saturday
3603	noun.person	regular
3604	noun.group	influx
3605	verb.consumption	prey
3606	noun.location	diem
3611	noun.person	LonnyZone
3612	noun.person	pimp
3614	noun.communication	brand
3615	noun.person	hypnotic
3616	noun.person	Clouddancer
3617	verb.contact	catch
3620	verb.communication	beckon
3623	noun.person	lonny
3624	noun.person	zone
3626	noun.location	namban
3628	noun.person	joeboy
3630	noun.person	graftee
3633	noun.body	iris
3634	noun.body	lid
3637	noun.artifact	whip
3638	noun.person	Cobra
3639	verb.social	fuck
3642	noun.feeling	stab
3644	noun.event	octagon
3646	verb.contact	mingle
3647	verb.consumption	waste
3649	noun.substance	protein
3650	noun.attribute	specialty
3651	noun.time	highspeed
3652	noun.phenomenon	drift
3653	verb.motion	skid
3654	verb.contact	setapart
3655	noun.communication	dance
3657	verb.cognition	interact
3658	verb.social	go
3660	noun.artifact	gamesarcade
3663	verb.contact	scatter
3664	verb.motion	stroll
3665	noun.artifact	sail-or
3667	verb.motion	crash
3669	noun.event	subsonic
3670	verb.perception	throb
3671	noun.Tops	someone
3672	verb.communication	score
3673	noun.quantity	megaton
3675	noun.group	TankWarEuropa
3676	noun.act	burst
3679	noun.phenomenon	fireball
3680	verb.motion	mushroom
3681	verb.motion	lope
3682	noun.artifact	flight
3685	noun.communication	trigger
3686	noun.person	Matsuga
3687	noun.artifact	mat-
3688	noun.substance	ting
3691	verb.motion	glanceup
3693	noun.communication	travel
3695	noun.group	Greece
3696	noun.substance	Aegianblue
3697	noun.communication	ideogram
3700	verb.motion	sprint
3701	noun.body	sight
3702	noun.artifact	sole
3704	noun.artifact	runshoe
3705	noun.attribute	composition
3706	verb.change	pop
3708	noun.artifact	housing
3710	noun.person	Mat-suga
3713	verb.motion	filterin
3714	noun.artifact	loop
3715	noun.artifact	fiberoptic
3716	noun.artifact	wallsocket
3717	noun.artifact	container
3719	noun.artifact	nacelle
3720	noun.artifact	electricfan
3721	noun.artifact	pane
3724	verb.contact	split
3725	noun.act	blow
3726	verb.contact	free
3728	noun.communication	alarm
3729	verb.motion	cycle
3732	noun.artifact	cobra
3733	verb.cognition	counton
3738	verb.motion	bob
3739	verb.change	amplify
3741	noun.event	surge
3743	noun.event	crash
3745	verb.motion	hammer
3746	noun.state	paranoia
3750	noun.location	Japanese
3752	noun.event	beat
3753	noun.artifact	bootheel
3754	noun.artifact	mat
3755	noun.time	octagon
3756	noun.communication	bravado
3760	noun.event	rod
3761	noun.body	shin
3762	noun.shape	wedge
3763	noun.artifact	servicehatch
3765	noun.artifact	chassis
3767	noun.substance	chip
3768	verb.motion	rollover
3772	verb.perception	dull
3775	noun.artifact	fluorescent
3776	verb.perception	read
3777	noun.attribute	glint
3779	noun.artifact	case
3780	noun.quantity	count
3782	verb.motion	limp
3786	noun.artifact	copy
3787	noun.artifact	WaltherPPK
3788	verb.competition	chamber
3790	verb.cognition	prefer
3791	noun.substance	azide
3792	noun.artifact	explosive
3793	noun.location	hollowpoint
3796	noun.quantity	round
3797	noun.substance	sushi
3799	verb.contact	cradle
3800	noun.artifact	grip
3801	noun.artifact	dragon
3802	verb.contact	run
3804	verb.contact	consign
3806	noun.artifact	dumpcanister
3808	verb.contact	swallow
3813	noun.location	Baiitsu
3814	verb.communication	transact
3817	noun.artifact	officebuilding
3818	verb.perception	crane
3819	noun.communication	neonsign
3820	noun.group	CHEAPHOTEL
3822	noun.artifact	ideo-gram
3824	noun.location	CheapHotel
3826	noun.person	CheapHotel
3827	noun.substance	bamboo
3828	noun.substance	epoxy
3836	noun.group	CheapHotel
3843	noun.artifact	pistolgrip
3845	noun.event	jolt
3847	noun.substance	turf
3848	noun.person	teenager
3853	noun.artifact	scaffold
3858	noun.substance	laminate
3860	verb.change	leak
3863	noun.artifact	grate
3864	noun.artifact	catwalk
3865	verb.perception	vibrate
3866	noun.artifact	tier
3867	noun.location	number92
3874	noun.cognition	verification
3875	noun.artifact	housecomputer
3876	verb.perception	thud
3878	noun.event	creak
3879	noun.artifact	spring
3880	noun.substance	fluorescent
3883	noun.communication	number
3884	noun.artifact	pocketcomputer
3885	noun.substance	styrofoam
3886	noun.artifact	cool
3887	noun.artifact	chest
3890	noun.food	slab
3891	noun.substance	dryice
3892	verb.change	delay
3893	noun.process	evaporation
3895	noun.artifact	labflask
3896	verb.contact	crouch
3897	noun.substance	temperfoam
3900	noun.substance	Shin's
3902	verb.body	takeoff
3905	verb.contact	mold
3907	noun.communication	houserule
3910	noun.artifact	handset
3911	noun.artifact	cradle
3913	noun.communication	Hongkong
3914	noun.communication	memory
3915	verb.perception	ring
3917	noun.time	megabyte
3918	noun.location	Hitachi
3921	noun.communication	Tokyo
3922	noun.location	Shinjuku
3924	noun.person	SnakeMan
3927	noun.possession	cashflow
3933	noun.artifact	flask
3935	noun.substance	apollonaris
3936	noun.artifact	beerpitcher
3938	noun.location	brazilian
3940	noun.person	Kurt
3941	verb.social	tend
3942	noun.person	drunk
3944	verb.motion	buzz
3945	noun.artifact	pitcher
3951	verb.motion	sag
3953	noun.artifact	bombshelter
3954	noun.act	booze
3955	noun.artifact	up
3956	verb.possession	getoff
3961	verb.communication	ue
3963	noun.person	crazy
3964	noun.person	securityman
3968	verb.contact	narrow
3972	verb.stative	sing
3973	verb.contact	slippery
3974	noun.person	HerrWage
3976	verb.motion	extend
3977	noun.body	ulator
3978	noun.person	too
3981	noun.group	Nikon
3982	noun.food	transplant
3985	noun.artifact	bracelet
3986	noun.substance	platinum
3989	noun.body	muscle
3991	noun.person	gentleman
3994	noun.artifact	ash-tray
3997	noun.person	Tsingtao
4000	noun.artifact	butt
4001	noun.group	shard
4003	noun.person	sweetheart
4005	verb.contact	aim
4009	noun.person	bra-zilian
4010	verb.communication	aim
4011	noun.person	Smith&Wesson
4012	noun.artifact	riotgun
4013	noun.person	trio
4014	noun.artifact	kilometer
4015	noun.substance	glassfilament
4016	verb.consumption	swallow
4017	noun.artifact	cartridge
4018	noun.artifact	sandbagjelly
4023	verb.body	glower
4028	verb.body	cough
4029	verb.contact	take
4030	verb.communication	talkbusiness
4033	noun.artifact	0.22
4034	verb.motion	level
4036	noun.body	crotch
4038	noun.body	claw
4040	noun.act	look
4042	noun.artifact	wig
4048	noun.artifact	khakis
4050	noun.artifact	barstool
4051	noun.person	Smith
4052	noun.person	Wesson
4059	verb.contact	pump
4064	verb.body	moan
4065	verb.body	vomit
4066	verb.contact	get
4072	verb.creation	lighting
4074	verb.change	comedown
4075	verb.change	settle
4078	noun.person	pituitary
4080	noun.artifact	ram
4081	verb.motion	goby
4084	noun.artifact	gunmetallapel
4085	verb.perception	square
4087	verb.motion	sway
4093	noun.feeling	embarrassment
4100	noun.cognition	ghost
4104	noun.artifact	thimble
4105	verb.motion	flyaway
4107	noun.location	town
4108	verb.social	maintain
4109	noun.feeling	betrayal
4110	noun.person	ram
4115	noun.object	turf
4116	noun.person	pretty
4117	noun.possession	key
4118	noun.communication	tip
4119	noun.person	woman
4122	noun.location	silk
4123	noun.person	the
4127	verb.social	fiddle
4128	noun.person	beginner
4130	verb.motion	crawlin
4131	verb.contact	close
4133	noun.communication	special
4138	noun.artifact	pepperbox
4139	noun.artifact	flechettepistol
4144	verb.social	take
4145	noun.person	Hitachi
4148	noun.body	boot
4151	noun.location	Shin
4153	verb.possession	sell
4156	verb.social	messup
4157	noun.person	rentacop
4158	noun.artifact	nunchuck
4160	verb.competition	kill
4164	noun.shape	socket
4166	noun.substance	shag
4168	noun.artifact	fletcher
4169	noun.substance	burgundy
4171	verb.change	screwup
4173	verb.motion	showup
4174	verb.change	fit
4184	noun.artifact	dartgun
4186	noun.person	pushover
4188	noun.person	fletcher
4189	verb.social	fuckaround
4191	noun.event	click
4193	noun.artifact	scalpel
4194	noun.body	housing
4199	noun.location	ChibaHilton
4202	noun.food	coffeemaker
4203	verb.contact	steam
4204	noun.substance	slideglass
4205	verb.stative	open
4206	noun.artifact	balcony
4210	noun.artifact	shoulderrig
4211	noun.artifact	pullover
4212	noun.artifact	zip
4214	verb.contact	slop
4218	noun.person	armitage
4220	noun.attribute	bleach
4221	noun.phenomenon	Sun
4224	noun.attribute	stain
4225	noun.substance	ricepaper
4226	noun.attribute	ring
4227	noun.group	SpecialForces
4230	verb.motion	goanywhere
4232	noun.communication	say
4233	noun.body	cross
4234	noun.artifact	silkfuton
4235	verb.motion	fieldstrip
4238	noun.person	twin
4241	verb.change	refill
4243	noun.person	Ar-mitage
4251	noun.artifact	nexus
4253	noun.person	armitagc
4254	verb.motion	walkcd
4256	verb.motion	makeitback
4257	noun.location	Helsinki
4263	verb.change	crack
4264	noun.person	screamfist
4265	noun.location	Kirensk
4266	noun.artifact	computernexus
4267	noun.communication	basicmodule
4268	noun.substance	Nightwing
4269	noun.artifact	matrixdeck
4270	noun.person	jockey
4271	verb.creation	run
4272	noun.artifact	virus
4273	noun.person	mole
4274	noun.communication	mole
4275	noun.communication	series
4283	noun.artifact	intrusioncountermeasure
4285	noun.state	problem
4286	noun.person	mister
4288	noun.quantity	zip
4291	verb.body	punch
4292	verb.social	con
4293	verb.communication	kill
4296	noun.act	go-to
4297	noun.communication	alias
4298	noun.act	skim
4300	noun.group	Casc
4301	noun.artifact	projection
4302	noun.body	pancrea
4303	verb.change	correct
4309	noun.artifact	freezeframe
4312	verb.perception	lookout
4315	noun.person	arrnitage
4320	noun.artifact	futon
4321	noun.substance	component
4324	verb.motion	comeapart
4326	noun.communication	term
4328	verb.body	shiver
4332	noun.location	pavilion
4333	verb.cognition	membere
4336	noun.person	scared
4340	noun.substance	gravel
4341	noun.person	gardener
4346	noun.artifact	nerve
4347	verb.communication	fix
4349	verb.contact	hook
4351	noun.artifact	beltloop
4355	noun.plant	cherry
4356	noun.artifact	cowboyboot
4357	noun.body	toe
4358	noun.substance	quicksilver
4360	noun.person	streetsamurai
4362	noun.artifact	profile
4363	verb.consumption	wire
4367	noun.object	wave
4370	noun.artifact	carapace
4372	verb.perception	fire
